Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,DEUEME002,Emden - Außenhafen,61,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
"('NCLNK    K','NEUKALEDONIEN, NOUMEA',500,166.4572,-22.27631,'User 3','Friday-10-22', 'Sunday-02-20', 4,10, 'New Caledonia'),",NCLNK    K,"NEUKALEDONIEN, NOUMEA",500,0,166.4572,-22.27631,User 3,2021-10-22 00:00:00,2028-02-20 00:00:00,4,10,New Caledonia,,INVENT,246,,,,,
"('PANZD    K','PANAMA, MANZANILLO',500,-80.338454,8.72491,'User 4','Saturday-12-19', 'Saturday-06-10', 6,2, 'Panama'),",PANZD    K,"PANAMA, MANZANILLO",500,0,-80.338454,8.72491,User 4,2020-12-19 00:00:00,2028-06-10 00:00:00,6,2,Panama,,INVENT,247,,,,,
"('FINHKO001','Hanko - Transfennica',500,22.93521,59.83873,'User 5','Wednesday-08-11', 'Monday-12-04', 4,2, 'Finland'),",FINHKO001,Hanko - Transfennica,500,0,22.93521,59.83873,User 5,2021-08-11 00:00:00,2028-12-04 00:00:00,4,2,Finland,,INVENT,248,,,,,
"('ABWWB    K','ARUBA, ORANJESTAD',500,-70.02703,12.52398,'User 6','Wednesday-02-02', 'Thursday-11-19', 4,7, 'Aruba'),",ABWWB    K,"ARUBA, ORANJESTAD",500,0,-70.02703,12.52398,User 6,2022-02-02 00:00:00,2026-11-19 00:00:00,4,7,Aruba,,INVENT,249,,,,,
"('ARE4220  H','JEBEL ALI',500,55.07,24.9931,'User 7','Thursday-02-20', 'Sunday-10-05', 5,5, 'United Arab Emirates'),",ARE4220  H,JEBEL ALI,500,0,55.07,24.9931,User 7,2020-02-20 00:00:00,2025-10-05 00:00:00,5,5,United Arab Emirates,,INVENT,250,,,,,
"('AREDU    K','V.A.E., DUBAI',500,55.2924914,25.2653471,'User 8','Tuesday-03-31', 'Friday-11-22', 2,1, 'United Arab Emirates'),",AREDU    K,"V.A.E., DUBAI",500,0,55.2924914,25.2653471,User 8,2020-03-31 00:00:00,2030-11-22 00:00:00,2,1,United Arab Emirates,,INVENT,251,,,,,
"('AREVA    K','V.A.E., ABU DHABI',500,54.3774014,24.4538352,'User 9','Thursday-04-16', 'Saturday-02-28', 8,6, 'United Arab Emirates'),",AREVA    K,"V.A.E., ABU DHABI",500,0,54.3774014,24.4538352,User 9,2020-04-16 00:00:00,2026-02-28 00:00:00,8,6,United Arab Emirates,,INVENT,252,,,,,
"('ARGZAE001','ARGENTINIEN, HAFEN ZARATE',500,-59.0245097,-34.0954713,'User 1','Thursday-09-08', 'Wednesday-02-17', 8,10, 'Argentina'),",ARGZAE001,"ARGENTINIEN, HAFEN ZARATE",500,0,-59.0245097,-34.0954713,User 1,2022-09-08 00:00:00,2027-02-17 00:00:00,8,10,Argentina,,INVENT,253,,,,,
"('AUSFRE001','AUSTRALIEN, FREMANTLE',500,115.768451,-32.037005,'User 2','Tuesday-07-11', 'Wednesday-06-02', 7,6, 'Australia'),",AUSFRE001,"AUSTRALIEN, FREMANTLE",500,0,115.768451,-32.037005,User 2,2023-07-11 00:00:00,2027-06-02 00:00:00,7,6,Australia,,INVENT,254,,,,,
"('BHR4120  H','BAHRAIN',500,50.550672,26.0845,'User 3','Monday-09-18', 'Saturday-07-24', 3,3, 'Bahrain'),",BHR4120  H,BAHRAIN,500,0,50.550672,26.0845,User 3,2023-09-18 00:00:00,2027-07-24 00:00:00,3,3,Bahrain,,INVENT,255,,,,,
"('BHRBH    K','BAHRAIN',500,50.550672,26.0845,'User 4','Wednesday-01-26', 'Tuesday-05-07', 9,8, 'Bahrain'),",BHRBH    K,BAHRAIN,500,0,50.550672,26.0845,User 4,2022-01-26 00:00:00,2030-05-07 00:00:00,9,8,Bahrain,,INVENT,256,,,,,
"('BOLBO    K','BOLIVIEN',500,-64.661928,-16.640652,'User 5','Saturday-07-22', 'Tuesday-05-08', 1,6, 'Bolivia'),",BOLBO    K,BOLIVIEN,500,0,-64.661928,-16.640652,User 5,2023-07-22 00:00:00,2029-05-08 00:00:00,1,6,Bolivia,,INVENT,257,,,,,
"('BRNYT    K','BRUNEI DARUSSALAM, MUARA',500,115.0702263,5.0262617,'User 6','Monday-10-30', 'Saturday-12-28', 3,5, 'Brunei'),",BRNYT    K,"BRUNEI DARUSSALAM, MUARA",500,0,115.0702263,5.0262617,User 6,2023-10-30 00:00:00,2030-12-28 00:00:00,3,5,Brunei,,INVENT,258,,,,,
"('CHLEH    K','CHILE',500,-71.3187697,-31.7613365,'User 7','Wednesday-03-15', 'Friday-02-14', 10,6, 'Chile'),",CHLEH    K,CHILE,500,0,-71.3187697,-31.7613365,User 7,2023-03-15 00:00:00,2025-02-14 00:00:00,10,6,Chile,,INVENT,259,,,,,
"('CHNXNA   H','XINSHA, CHINA',500,102.0692231,31.5840999,'User 8','Tuesday-03-01', 'Friday-06-13', 2,7, 'China'),",CHNXNA   H,"XINSHA, CHINA",500,0,102.0692231,31.5840999,User 8,2022-03-01 00:00:00,2025-06-13 00:00:00,2,7,China,,INVENT,260,,,,,
"('COLKC    K','KOLUMBIEN, CARTAGENA',500,-75.5443419,10.4266746,'User 9','Thursday-05-04', 'Sunday-11-03', 3,10, 'Colombia'),",COLKC    K,"KOLUMBIEN, CARTAGENA",500,0,-75.5443419,10.4266746,User 9,2023-05-04 00:00:00,2030-11-03 00:00:00,3,10,Colombia,,INVENT,261,,,,,
"('CUWWG    K','CURACAO, WILLEMSTAD',500,-68.929252,12.107031,'User 1','Friday-05-22', 'Sunday-09-29', 6,9, 'Curaçao'),",CUWWG    K,"CURACAO, WILLEMSTAD",500,0,-68.929252,12.107031,User 1,2020-05-22 00:00:00,2030-09-29 00:00:00,6,9,Curaçao,,INVENT,262,,,,,
"('CYMGEC   H','KAIMANINSELN, GEORGETOWN, HAFE',500,-81.3807776,19.2953549,'User 2','Thursday-11-17', 'Sunday-04-11', 1,8, 'Cayman Islands'),",CYMGEC   H,"KAIMANINSELN, GEORGETOWN, HAFE",500,0,-81.3807776,19.2953549,User 2,2022-11-17 00:00:00,2027-04-11 00:00:00,1,8,Cayman Islands,,INVENT,263,,,,,
"('CYMWM    K','KAIMANINSELN, GEORGETOWN (GRAN',500,-81.2487,19.32281,'User 3','Sunday-10-18', 'Wednesday-04-25', 9,7, 'Cayman Islands'),",CYMWM    K,"KAIMANINSELN, GEORGETOWN (GRAN",500,0,-81.2487,19.32281,User 3,2020-10-18 00:00:00,2029-04-25 00:00:00,9,7,Cayman Islands,,INVENT,264,,,,,
"('DOMJA    K','DOMINIKANISCHE REPUBLIK, SANTO',500,8.291248,46.1160556,'User 4','Sunday-01-24', 'Monday-04-26', 7,1, 'Dominican Republic'),",DOMJA    K,"DOMINIKANISCHE REPUBLIK, SANTO",500,0,8.291248,46.1160556,User 4,2021-01-24 00:00:00,2027-04-26 00:00:00,7,1,Dominican Republic,,INVENT,265,,,,,
"('DOMLX    K','DOM.REPUBLIK;SEAT AROSA/ALHAMB',500,8.291248,46.1160556,'User 5','Monday-03-15', 'Friday-03-08', 7,5, 'Dominican Republic'),",DOMLX    K,DOM.REPUBLIK;SEAT AROSA/ALHAMB,500,0,8.291248,46.1160556,User 5,2021-03-15 00:00:00,2030-03-08 00:00:00,7,5,Dominican Republic,,INVENT,266,,,,,
"('GLPPAP   H','POINT A PITRE, GUADELOUPE',500,-61.5334077,16.2408636,'User 6','Wednesday-04-22', 'Wednesday-01-23', 3,3, 'Guadeloupe'),",GLPPAP   H,"POINT A PITRE, GUADELOUPE",500,0,-61.5334077,16.2408636,User 6,2020-04-22 00:00:00,2030-01-23 00:00:00,3,3,Guadeloupe,,INVENT,267,,,,,
"('GLPWO    K','GUADELOUPE, POINTE-A-PITRE',500,-61.5334077,16.2408636,'User 7','Tuesday-02-08', 'Thursday-10-30', 3,5, 'Guadeloupe'),",GLPWO    K,"GUADELOUPE, POINTE-A-PITRE",500,0,-61.5334077,16.2408636,User 7,2022-02-08 00:00:00,2025-10-30 00:00:00,3,5,Guadeloupe,,INVENT,268,,,,,
"('GTMSTC   H','SANTO TOMAS DE CASTILLA HAFEN',500,-88.6118496,15.6866305,'User 8','Sunday-12-13', 'Sunday-07-08', 2,9, 'Guatemala'),",GTMSTC   H,SANTO TOMAS DE CASTILLA HAFEN,500,0,-88.6118496,15.6866305,User 8,2020-12-13 00:00:00,2029-07-08 00:00:00,2,9,Guatemala,,INVENT,269,,,,,
"('GUFWR    K','FRANZOESISCH-GUAYANA, CAYENNE',500,-52.3258307,4.9371143,'User 9','Tuesday-03-31', 'Sunday-02-13', 5,4, 'French Guiana'),",GUFWR    K,"FRANZOESISCH-GUAYANA, CAYENNE",500,0,-52.3258307,4.9371143,User 9,2020-03-31 00:00:00,2028-02-13 00:00:00,5,4,French Guiana,,INVENT,270,,,,,
"('HKG4690  H','HONGKONG; HONGKONG PORT',500,114.135572,22.381131,'User 1','Sunday-08-20', 'Thursday-04-16', 9,3, 'Hong Kong'),",HKG4690  H,HONGKONG; HONGKONG PORT,500,0,114.135572,22.381131,User 1,2023-08-20 00:00:00,2026-04-16 00:00:00,9,3,Hong Kong,,INVENT,271,,,,,
"('HKGVF    K','HONGKONG',500,114.135572,22.381131,'User 2','Tuesday-04-14', 'Wednesday-10-01', 9,7, 'Hong Kong'),",HKGVF    K,HONGKONG,500,0,114.135572,22.381131,User 2,2020-04-14 00:00:00,2025-10-01 00:00:00,9,7,Hong Kong,,INVENT,272,,,,,
"('IDNJC    K','INDONESIEN, JAKARTA',500,106.8270488,-6.175247,'User 3','Saturday-02-19', 'Saturday-12-09', 4,4, 'Indonesia'),",IDNJC    K,"INDONESIEN, JAKARTA",500,0,106.8270488,-6.175247,User 3,2022-02-19 00:00:00,2028-12-09 00:00:00,4,4,Indonesia,,INVENT,273,,,,,
"('INDBOM001','Mumbai - Hafen',500,73.0198537,19.0308262,'User 4','Wednesday-02-17', 'Sunday-08-24', 9,1, 'India'),",INDBOM001,Mumbai - Hafen,500,0,73.0198537,19.0308262,User 4,2021-02-17 00:00:00,2025-08-24 00:00:00,9,1,India,,INVENT,274,,,,,
"('INDJJ    K','INDIEN, MUMBAI (BOMBAY)',500,72.8281049191737,18.9733536,'User 5','Tuesday-08-10', 'Wednesday-09-01', 5,2, 'India'),",INDJJ    K,"INDIEN, MUMBAI (BOMBAY)",500,0,72.8281049191737,18.9733536,User 5,2021-08-10 00:00:00,2027-09-01 00:00:00,5,2,India,,INVENT,275,,,,,
"('IRQJP    K','IRAK, ERBIL (ARBIL)',500,44.0094294,36.1911653,'User 6','Wednesday-10-21', 'Monday-02-05', 9,10, 'Iraq'),",IRQJP    K,"IRAK, ERBIL (ARBIL)",500,0,44.0094294,36.1911653,User 6,2020-10-21 00:00:00,2029-02-05 00:00:00,9,10,Iraq,,INVENT,276,,,,,
"('JAMQX    K','JAMAIKA, KINGSTON',500,-76.7928128,17.9712148,'User 7','Sunday-07-25', 'Sunday-05-04', 1,3, 'Jamaica'),",JAMQX    K,"JAMAIKA, KINGSTON",500,0,-76.7928128,17.9712148,User 7,2021-07-25 00:00:00,2025-05-04 00:00:00,1,3,Jamaica,,INVENT,277,,,,,
"('JOR4500  H','AQABA',500,35.0075433,29.5266483,'User 8','Sunday-02-27', 'Wednesday-07-25', 5,10, 'Jordan'),",JOR4500  H,AQABA,500,0,35.0075433,29.5266483,User 8,2022-02-27 00:00:00,2029-07-25 00:00:00,5,10,Jordan,,INVENT,278,,,,,
"('JORJO    K','JORDANIEN, AQABA',500,35.902573,31.964145,'User 9','Friday-05-15', 'Saturday-03-17', 6,7, 'Jordan'),",JORJO    K,"JORDANIEN, AQABA",500,0,35.902573,31.964145,User 9,2020-05-15 00:00:00,2029-03-17 00:00:00,6,7,Jordan,,INVENT,279,,,,,
"('KENKE    K','KENIA, MOMBASA',500,39.667169,-4.05052,'User 1','Saturday-09-11', 'Friday-03-09', 9,2, 'Kenya'),",KENKE    K,"KENIA, MOMBASA",500,0,39.667169,-4.05052,User 1,2021-09-11 00:00:00,2029-03-09 00:00:00,9,2,Kenya,,INVENT,280,,,,,
"('KORPTK001','Pyeongtaek - Ro Ro / Car Terminal',500,126.8220934,37.3169005,'User 2','Wednesday-05-04', 'Thursday-06-07', 5,6, 'South Korea'),",KORPTK001,Pyeongtaek - Ro Ro / Car Terminal,500,0,126.8220934,37.3169005,User 2,2022-05-04 00:00:00,2029-06-07 00:00:00,5,6,South Korea,,INVENT,281,,,,,
"('KWT4050  H','KUWAIT',500,48.075522,29.1863,'User 3','Monday-01-18', 'Monday-07-30', 9,6, 'Kuwait'),",KWT4050  H,KUWAIT,500,0,48.075522,29.1863,User 3,2021-01-18 00:00:00,2029-07-30 00:00:00,9,6,Kuwait,,INVENT,282,,,,,
"('KWTKR    K','KUWAIT, KUWAIT',500,48.0032865265623,29.38992115,'User 4','Thursday-06-18', 'Monday-06-10', 1,5, 'Kuwait'),",KWTKR    K,"KUWAIT, KUWAIT",500,0,48.0032865265623,29.38992115,User 4,2020-06-18 00:00:00,2030-06-10 00:00:00,1,5,Kuwait,,INVENT,283,,,,,
"('LCAZH    K','ST. LUCIA',500,-60.974929,13.896235,'User 5','Wednesday-09-08', 'Tuesday-08-18', 3,5, 'Saint Lucia'),",LCAZH    K,ST. LUCIA,500,0,-60.974929,13.896235,User 5,2021-09-08 00:00:00,2026-08-18 00:00:00,3,5,Saint Lucia,,INVENT,284,,,,,
"('MDGMD    K','MADAGASKAR, TAMATAVE',500,49.4098352,-18.1553985,'User 6','Monday-05-23', 'Sunday-05-20', 8,4, 'Madagascar'),",MDGMD    K,"MADAGASKAR, TAMATAVE",500,0,49.4098352,-18.1553985,User 6,2022-05-23 00:00:00,2029-05-20 00:00:00,8,4,Madagascar,,INVENT,285,,,,,
"('MOZMO    K','MOSAMBIK, MAPUTO',500,32.56745,-25.966213,'User 7','Sunday-03-27', 'Thursday-06-29', 2,8, 'Mozambique'),",MOZMO    K,"MOSAMBIK, MAPUTO",500,0,32.56745,-25.966213,User 7,2022-03-27 00:00:00,2028-06-29 00:00:00,2,8,Mozambique,,INVENT,286,,,,,
"('MTQFDF   H','MARTINIQUE, FORT DE FRANCE',500,-61.0676724,14.6027962,'User 8','Wednesday-04-07', 'Tuesday-09-10', 7,7, 'Martinique'),",MTQFDF   H,"MARTINIQUE, FORT DE FRANCE",500,0,-61.0676724,14.6027962,User 8,2021-04-07 00:00:00,2030-09-10 00:00:00,7,7,Martinique,,INVENT,287,,,,,
"('MTQWY    K','MARTINIQUE',500,-60.9620777,14.6113732,'User 9','Tuesday-12-08', 'Monday-04-02', 3,6, 'Martinique'),",MTQWY    K,MARTINIQUE,500,0,-60.9620777,14.6113732,User 9,2020-12-08 00:00:00,2029-04-02 00:00:00,3,6,Martinique,,INVENT,288,,,,,
"('MUSMT    K','MAURITIUS, PORT LOUIS',500,57.5028044,-20.1624522,'User 1','Sunday-10-08', 'Saturday-04-24', 5,3, 'Mauritius'),",MUSMT    K,"MAURITIUS, PORT LOUIS",500,0,57.5028044,-20.1624522,User 1,2023-10-08 00:00:00,2027-04-24 00:00:00,5,3,Mauritius,,INVENT,289,,,,,
"('MUSPLU   H','MAURITIUS, PORT LOUIS',500,57.5028044,-20.1624522,'User 2','Sunday-11-20', 'Monday-11-17', 3,8, 'Mauritius'),",MUSPLU   H,"MAURITIUS, PORT LOUIS",500,0,57.5028044,-20.1624522,User 2,2022-11-20 00:00:00,2025-11-17 00:00:00,3,8,Mauritius,,INVENT,290,,,,,
"('MYS4990  H','MALAYSIA, PORT KELANG (PORT KL',500,101.3966735,3.0027625,'User 3','Tuesday-09-08', 'Wednesday-08-14', 10,3, 'Malaysia'),",MYS4990  H,"MALAYSIA, PORT KELANG (PORT KL",500,0,101.3966735,3.0027625,User 3,2020-09-08 00:00:00,2030-08-14 00:00:00,10,3,Malaysia,,INVENT,291,,,,,
"('MYSMC    K','MALAYSIA, SHAH ALAM',500,101.5195149,3.0733644,'User 4','Wednesday-10-28', 'Friday-01-17', 8,2, 'Malaysia'),",MYSMC    K,"MALAYSIA, SHAH ALAM",500,0,101.5195149,3.0733644,User 4,2020-10-28 00:00:00,2025-01-17 00:00:00,8,2,Malaysia,,INVENT,292,,,,,
"('MYSPKG   K','MALAYSIA, PORT KELANG (PORSCHE',500,101.3966735,3.0027625,'User 5','Thursday-03-12', 'Saturday-01-04', 10,9, 'Malaysia'),",MYSPKG   K,"MALAYSIA, PORT KELANG (PORSCHE",500,0,101.3966735,3.0027625,User 5,2020-03-12 00:00:00,2025-01-04 00:00:00,10,9,Malaysia,,INVENT,293,,,,,
"('MYSQB    K','MALAYSIA, KUALA LUMPUR',500,101.6942371,3.1516964,'User 6','Thursday-01-28', 'Monday-03-01', 8,3, 'Malaysia'),",MYSQB    K,"MALAYSIA, KUALA LUMPUR",500,0,101.6942371,3.1516964,User 6,2021-01-28 00:00:00,2027-03-01 00:00:00,8,3,Malaysia,,INVENT,294,,,,,
"('NCL5140  H','NEW CALEDONIA; NOUMEA PORT',500,166.4572,-22.27631,'User 7','Tuesday-04-20', 'Sunday-11-02', 4,8, 'New Caledonia'),",NCL5140  H,NEW CALEDONIA; NOUMEA PORT,500,0,166.4572,-22.27631,User 7,2021-04-20 00:00:00,2025-11-02 00:00:00,4,8,New Caledonia,,INVENT,295,,,,,
"('NOR6120  H','NORWEGEN; HAFEN OSLO',500,10.7389701,59.9133301,'User 8','Tuesday-06-09', 'Wednesday-11-05', 5,10, 'Norway'),",NOR6120  H,NORWEGEN; HAFEN OSLO,500,0,10.7389701,59.9133301,User 8,2020-06-09 00:00:00,2025-11-05 00:00:00,5,10,Norway,,INVENT,296,,,,,
"('NORDRM   K','NORWEGEN, DRAMMEN (PORSCHE)',500,10.1756419500127,59.6964936,'User 9','Wednesday-10-27', 'Monday-01-19', 2,6, 'Norway'),",NORDRM   K,"NORWEGEN, DRAMMEN (PORSCHE)",500,0,10.1756419500127,59.6964936,User 9,2021-10-27 00:00:00,2026-01-19 00:00:00,2,6,Norway,,INVENT,297,,,,,
"('NZL5070  H','NEW ZEALAND; AUCKLAND PORT',500,174.7631803,-36.852095,'User 1','Monday-12-26', 'Saturday-03-02', 7,3, 'New Zealand'),",NZL5070  H,NEW ZEALAND; AUCKLAND PORT,500,0,174.7631803,-36.852095,User 1,2022-12-26 00:00:00,2030-03-02 00:00:00,7,3,New Zealand,,INVENT,298,,,,,
"('NZLAKL   K','NEUSEELAND, AUCKLAND (PORSCHE)',500,174.7631803,-36.852095,'User 2','Thursday-04-09', 'Tuesday-03-30', 7,5, 'New Zealand'),",NZLAKL   K,"NEUSEELAND, AUCKLAND (PORSCHE)",500,0,174.7631803,-36.852095,User 2,2020-04-09 00:00:00,2027-03-30 00:00:00,7,5,New Zealand,,INVENT,299,,,,,
"('NZLNB    K','NEUSEELAND, AUCKLAND',500,174.7631803,-36.852095,'User 3','Wednesday-11-30', 'Thursday-06-13', 6,6, 'New Zealand'),",NZLNB    K,"NEUSEELAND, AUCKLAND",500,0,174.7631803,-36.852095,User 3,2022-11-30 00:00:00,2030-06-13 00:00:00,6,6,New Zealand,,INVENT,300,,,,,
"('OMNON    K','OMAN, RUWI-MUSCAT',500,58.550656,23.5995525,'User 4','Thursday-09-30', 'Saturday-09-28', 4,5, 'Oman'),",OMNON    K,"OMAN, RUWI-MUSCAT",500,0,58.550656,23.5995525,User 4,2021-09-30 00:00:00,2030-09-28 00:00:00,4,5,Oman,,INVENT,301,,,,,
"('OMNSOH   H','SUHAR',500,56.7424766,24.3445577,'User 5','Tuesday-05-16', 'Tuesday-12-19', 8,2, 'Oman'),",OMNSOH   H,SUHAR,500,0,56.7424766,24.3445577,User 5,2023-05-16 00:00:00,2028-12-19 00:00:00,8,2,Oman,,INVENT,302,,,,,
"('PANMIT   H','MANZANILLO, PANAMA',500,-80.338454,8.72491,'User 6','Tuesday-03-22', 'Saturday-02-17', 3,9, 'Panama'),",PANMIT   H,"MANZANILLO, PANAMA",500,0,-80.338454,8.72491,User 6,2022-03-22 00:00:00,2029-02-17 00:00:00,3,9,Panama,,INVENT,303,,,,,
"('PERPE    K','PERU',500,-72.46938,-15.89767,'User 7','Saturday-06-03', 'Tuesday-05-23', 6,6, 'Peru'),",PERPE    K,PERU,500,0,-72.46938,-15.89767,User 7,2023-06-03 00:00:00,2028-05-23 00:00:00,6,6,Peru,,INVENT,304,,,,,
"('PHLMN    K','PHILIPPINEN, MANILA',500,120.9799964,14.5906346,'User 8','Thursday-07-20', 'Monday-06-07', 1,3, 'Philippines'),",PHLMN    K,"PHILIPPINEN, MANILA",500,0,120.9799964,14.5906346,User 8,2023-07-20 00:00:00,2027-06-07 00:00:00,1,3,Philippines,,INVENT,305,,,,,
"('QATQD    K','KATAR, DOHA',500,51.5264162,25.2856329,'User 9','Wednesday-06-03', 'Friday-05-02', 9,5, 'Qatar'),",QATQD    K,"KATAR, DOHA",500,0,51.5264162,25.2856329,User 9,2020-06-03 00:00:00,2025-05-02 00:00:00,9,5,Qatar,,INVENT,306,,,,,
"('REULPT001','Le Port',500,55.3133,-20.93482,'User 1','Monday-05-15', 'Saturday-11-14', 2,5, 'Réunion'),",REULPT001,Le Port,500,0,55.3133,-20.93482,User 1,2023-05-15 00:00:00,2026-11-14 00:00:00,2,5,Réunion,,INVENT,307,,,,,
"('REURE    K','REUNION, SAINTE CLOTILDE',500,55.5265771,-21.1309332,'User 2','Tuesday-04-11', 'Sunday-02-09', 10,6, 'Réunion'),",REURE    K,"REUNION, SAINTE CLOTILDE",500,0,55.5265771,-21.1309332,User 2,2023-04-11 00:00:00,2025-02-09 00:00:00,10,6,Réunion,,INVENT,308,,,,,
"('REUXG    K','REUNION; SEAT',500,55.5265771,-21.1309332,'User 3','Wednesday-10-07', 'Tuesday-03-07', 4,10, 'Réunion'),",REUXG    K,REUNION; SEAT,500,0,55.5265771,-21.1309332,User 3,2020-10-07 00:00:00,2028-03-07 00:00:00,4,10,Réunion,,INVENT,309,,,,,
"('SAU4040  H','SAUDI-ARABIEN, JEDDAH',500,39.1653612,21.5810088,'User 4','Friday-02-25', 'Sunday-04-11', 2,3, 'Saudi Arabia'),",SAU4040  H,"SAUDI-ARABIEN, JEDDAH",500,0,39.1653612,21.5810088,User 4,2022-02-25 00:00:00,2027-04-11 00:00:00,2,3,Saudi Arabia,,INVENT,310,,,,,
"('SAUJE    K','SAUDI-ARABIEN, JEDDAH PORT',500,39.1653612,21.5810088,'User 5','Sunday-04-18', 'Thursday-05-20', 2,9, 'Saudi Arabia'),",SAUJE    K,"SAUDI-ARABIEN, JEDDAH PORT",500,0,39.1653612,21.5810088,User 5,2021-04-18 00:00:00,2027-05-20 00:00:00,2,9,Saudi Arabia,,INVENT,311,,,,,
"('SAUSW    K','SAUDI-ARABIEN, DSCHIDDA',500,39.1653612,21.5810088,'User 6','Monday-11-13', 'Saturday-01-27', 8,1, 'Saudi Arabia'),",SAUSW    K,"SAUDI-ARABIEN, DSCHIDDA",500,0,39.1653612,21.5810088,User 6,2023-11-13 00:00:00,2029-01-27 00:00:00,8,1,Saudi Arabia,,INVENT,312,,,,,
"('SGP4180  H','SINGAPORE',500,103.8194992,1.357107,'User 7','Thursday-08-25', 'Tuesday-04-21', 8,8, 'Singapore'),",SGP4180  H,SINGAPORE,500,0,103.8194992,1.357107,User 7,2022-08-25 00:00:00,2026-04-21 00:00:00,8,8,Singapore,,INVENT,313,,,,,
"('SGPSQ    K','SINGAPUR',500,103.8194992,1.357107,'User 8','Friday-08-27', 'Saturday-04-18', 10,8, 'Singapore'),",SGPSQ    K,SINGAPUR,500,0,103.8194992,1.357107,User 8,2021-08-27 00:00:00,2026-04-18 00:00:00,10,8,Singapore,,INVENT,314,,,,,
"('SLVWL    K','EL SALVADOR, ACAJUTLA',500,-89.8297601,13.5897967,'User 9','Saturday-12-05', 'Friday-07-14', 10,4, 'El Salvador'),",SLVWL    K,"EL SALVADOR, ACAJUTLA",500,0,-89.8297601,13.5897967,User 9,2020-12-05 00:00:00,2028-07-14 00:00:00,10,4,El Salvador,,INVENT,315,,,,,
"('SXMPHI   H','ST. MARTIN (NLD), PHILIPSBURG,',500,-63.04582,18.026,'User 1','Friday-08-12', 'Thursday-09-30', 7,4, 'Sint Maarten'),",SXMPHI   H,"ST. MARTIN (NLD), PHILIPSBURG,",500,0,-63.04582,18.026,User 1,2022-08-12 00:00:00,2027-09-30 00:00:00,7,4,Sint Maarten,,INVENT,316,,,,,
"('SXMZK    K','ST. MARTIN (NLD), PHILIPSBURG',500,-63.04582,18.026,'User 2','Wednesday-12-06', 'Sunday-10-21', 3,6, 'Sint Maarten'),",SXMZK    K,"ST. MARTIN (NLD), PHILIPSBURG",500,0,-63.04582,18.026,User 2,2023-12-06 00:00:00,2029-10-21 00:00:00,3,6,Sint Maarten,,INVENT,317,,,,,
"('THATD    K','THAILAND, LAEM CHABANG',500,100.9180778,13.0883664,'User 3','Friday-09-15', 'Friday-06-01', 4,4, 'Thailand'),",THATD    K,"THAILAND, LAEM CHABANG",500,0,100.9180778,13.0883664,User 3,2023-09-15 00:00:00,2029-06-01 00:00:00,4,4,Thailand,,INVENT,318,,,,,
"('TTOZE    K','TRINIDAD & TOBAGO, PORT OF SPA',500,-61.5180173,10.6572678,'User 4','Sunday-03-05', 'Saturday-03-10', 9,3, 'Trinidad and Tobago'),",TTOZE    K,"TRINIDAD & TOBAGO, PORT OF SPA",500,0,-61.5180173,10.6572678,User 4,2023-03-05 00:00:00,2029-03-10 00:00:00,9,3,Trinidad and Tobago,,INVENT,319,,,,,
"('TZAAS    K','TANSANIA, DARESSALAM',500,39.2803583,-6.8160837,'User 5','Friday-09-10', 'Sunday-04-25', 10,7, 'Tanzania'),",TZAAS    K,"TANSANIA, DARESSALAM",500,0,39.2803583,-6.8160837,User 5,2021-09-10 00:00:00,2027-04-25 00:00:00,10,7,Tanzania,,INVENT,320,,,,,
"('TZADAR   H','TANSANIA, DARESSALAM',500,39.2803583,-6.8160837,'User 6','Sunday-05-16', 'Wednesday-10-21', 2,7, 'Tanzania'),",TZADAR   H,"TANSANIA, DARESSALAM",500,0,39.2803583,-6.8160837,User 6,2021-05-16 00:00:00,2026-10-21 00:00:00,2,7,Tanzania,,INVENT,321,,,,,
"('VNMHB    K','VIETNAM, HO CHI MINH CITY',500,106.7011391,10.7763897,'User 7','Saturday-07-25', 'Tuesday-09-30', 1,2, 'Vietnam'),",VNMHB    K,"VIETNAM, HO CHI MINH CITY",500,0,106.7011391,10.7763897,User 7,2020-07-25 00:00:00,2025-09-30 00:00:00,1,2,Vietnam,,INVENT,322,,,,,
"('ZAFKE    K','SÃœDAFRIKA SKD KENIA',500,23.666291,-29.708985,'User 8','Sunday-02-02', 'Sunday-03-04', 7,2, 'South Africa'),",ZAFKE    K,SÃœDAFRIKA SKD KENIA,500,0,23.666291,-29.708985,User 8,2020-02-02 00:00:00,2029-03-04 00:00:00,7,2,South Africa,,INVENT,323,,,,,
"('ZAFRW    K','SÃœDAFRIKA SKD RWANDA',500,23.666291,-29.708985,'User 9','Sunday-10-31', 'Friday-07-14', 10,1, 'South Africa'),",ZAFRW    K,SÃœDAFRIKA SKD RWANDA,500,0,23.666291,-29.708985,User 9,2021-10-31 00:00:00,2028-07-14 00:00:00,10,1,South Africa,,INVENT,324,,,,,
