TABLE NAME,COLUM NAME,COLUM NAME.1,COLUM NAME.2,Unnamed: 4,Unnamed: 5,Unnamed: 6,COLUM NAME.3,Unnamed: 8
"(24, -36, 'Sunday-10-20'),",24,-36,2024-10-20 00:00:00,DEU22P69 L,366,0,-36,2024-10-20 00:00:00
"(25, 2, 'Sunday-10-20'),",25,2,2024-10-20 00:00:00,DEU240   B,2000,0,2,2024-10-20 00:00:00
"(26, 7, 'Sunday-10-20'),",26,7,2024-10-20 00:00:00,DEU340   B,8,0,7,2024-10-20 00:00:00
"(27, 1, 'Sunday-10-20'),",27,1,2024-10-20 00:00:00,DEU3799  L,5000,0,1,2024-10-20 00:00:00
"(28, 996, 'Sunday-10-20'),",28,996,2024-10-20 00:00:00,DEU520   N,420,1,996,2024-10-20 00:00:00
"(29, 0, 'Sunday-10-20'),",29,0,2024-10-20 00:00:00,DEU530   N,3000,0,0,2024-10-20 00:00:00
"(30, 6, 'Sunday-10-20'),",30,6,2024-10-20 00:00:00,DEU620   B,8,0,6,2024-10-20 00:00:00
"(31, 0, 'Sunday-10-20'),",31,0,2024-10-20 00:00:00,DEU620   N,3000,0,0,2024-10-20 00:00:00
"(32, 0, 'Sunday-10-20'),",32,0,2024-10-20 00:00:00,DEU68024 L,2000,0,0,2024-10-20 00:00:00
"(33, -535, 'Sunday-10-20'),",33,-535,2024-10-20 00:00:00,DEU700Y  H,2000,0,-535,2024-10-20 00:00:00
"(34, 168, 'Sunday-10-20'),",34,168,2024-10-20 00:00:00,DEU7071  H,3500,0,168,2024-10-20 00:00:00
"(35, 0, 'Sunday-10-20'),",35,0,2024-10-20 00:00:00,DEU70DUE L,0,0,0,2024-10-20 00:00:00
"(36, 1411, 'Sunday-10-20'),",36,1411,2024-10-20 00:00:00,DEU780   B,2500,0,1411,2024-10-20 00:00:00
"(37, 0, 'Sunday-10-20'),",37,0,2024-10-20 00:00:00,DEU78055 L,2500,0,0,2024-10-20 00:00:00
"(38, 160, 'Sunday-10-20'),",38,160,2024-10-20 00:00:00,DEU790   B,314,0,160,2024-10-20 00:00:00
"(39, 0, 'Sunday-10-20'),",39,0,2024-10-20 00:00:00,DEU81024 L,2000,0,0,2024-10-20 00:00:00
"(40, 0, 'Sunday-10-20'),",40,0,2024-10-20 00:00:00,DEU83024 L,2000,0,0,2024-10-20 00:00:00
"(41, 12153, 'Sunday-10-20'),",41,12153,2024-10-20 00:00:00,DEU850   B,13368,0,12153,2024-10-20 00:00:00
"(42, 0, 'Sunday-10-20'),",42,0,2024-10-20 00:00:00,DEU85016 L,0,0,0,2024-10-20 00:00:00
"(43, 1411, 'Sunday-10-20'),",43,1411,2024-10-20 00:00:00,DEUBIE001,500,1,1411,2024-10-20 00:00:00
"(44, 0, 'Sunday-10-20'),",44,0,2024-10-20 00:00:00,DEUBRE001,0,0,0,2024-10-20 00:00:00
"(45, 0, 'Sunday-10-20'),",45,0,2024-10-20 00:00:00,DEUBRE002,0,0,0,2024-10-20 00:00:00
"(46, -8531, 'Sunday-10-20'),",46,-8531,2024-10-20 00:00:00,DEUBRV001,22254,0,-8531,2024-10-20 00:00:00
"(47, -1751, 'Sunday-10-20'),",47,-1751,2024-10-20 00:00:00,DEUBRV002,2191,0,-1751,2024-10-20 00:00:00
"(48, 136, 'Sunday-10-20'),",48,136,2024-10-20 00:00:00,DEUBTL001,2528,0,136,2024-10-20 00:00:00
"(49, 2023, 'Sunday-10-20'),",49,2023,2024-10-20 00:00:00,DEUCAN001,1971,1,2023,2024-10-20 00:00:00
"(50, -217, 'Sunday-10-20'),",50,-217,2024-10-20 00:00:00,DEUCUX001,3000,0,-217,2024-10-20 00:00:00
"(51, -1256, 'Sunday-10-20'),",51,-1256,2024-10-20 00:00:00,DEUCUX002,3000,0,-1256,2024-10-20 00:00:00
"(52, 4252, 'Sunday-10-20'),",52,4252,2024-10-20 00:00:00,DEUDAR001,3200,1,4252,2024-10-20 00:00:00
"(53, 0, 'Sunday-10-20'),",53,0,2024-10-20 00:00:00,DEUDAR002,0,0,0,2024-10-20 00:00:00
"(54, 0, 'Sunday-10-20'),",54,0,2024-10-20 00:00:00,DEUDD    K,3000,0,0,2024-10-20 00:00:00
"(55, 5268, 'Sunday-10-20'),",55,5268,2024-10-20 00:00:00,DEUDRS001,8056,0,5268,2024-10-20 00:00:00
"(56, 0, 'Sunday-10-20'),",56,0,2024-10-20 00:00:00,DEUDUE001,0,0,0,2024-10-20 00:00:00
"(57, 1166, 'Sunday-10-20'),",57,1166,2024-10-20 00:00:00,DEUDUI001,4014,0,1166,2024-10-20 00:00:00
"(58, 14, 'Sunday-10-20'),",58,14,2024-10-20 00:00:00,DEUEGI001,2222,0,14,2024-10-20 00:00:00
"(59, 0, 'Sunday-10-20'),",59,0,2024-10-20 00:00:00,DEUEMD   L,3000,0,0,2024-10-20 00:00:00
"(60, -13526, 'Sunday-10-20'),",60,-13526,2024-10-20 00:00:00,DEUEME001,11619,0,-13526,2024-10-20 00:00:00
"(61, -5384, 'Sunday-10-20'),",61,-5384,2024-10-20 00:00:00,DEUEME002,44650,0,-5384,2024-10-20 00:00:00
"(62, 1563, 'Sunday-10-20'),",62,1563,2024-10-20 00:00:00,DEUEME003,10300,0,1563,2024-10-20 00:00:00
"(63, 6523, 'Sunday-10-20'),",63,6523,2024-10-20 00:00:00,DEUEME004,3000,1,6523,2024-10-20 00:00:00
"(64, 0, 'Sunday-10-20'),",64,0,2024-10-20 00:00:00,DEUEME005,3000,0,0,2024-10-20 00:00:00
"(65, 1731, 'Sunday-10-20'),",65,1731,2024-10-20 00:00:00,DEUEME006,1995,0,1731,2024-10-20 00:00:00
"(66, 5265, 'Sunday-10-20'),",66,5265,2024-10-20 00:00:00,DEUESS001,4500,1,5265,2024-10-20 00:00:00
"(67, 2492, 'Sunday-10-20'),",67,2492,2024-10-20 00:00:00,DEUFAB001,3157,0,2492,2024-10-20 00:00:00
"(68, 1301, 'Sunday-10-20'),",68,1301,2024-10-20 00:00:00,DEUFLB001,2222,0,1301,2024-10-20 00:00:00
"(69, 2511, 'Sunday-10-20'),",69,2511,2024-10-20 00:00:00,DEUFUW001,4754,0,2511,2024-10-20 00:00:00
"(70, 3740, 'Sunday-10-20'),",70,3740,2024-10-20 00:00:00,DEUGHU001,6622,0,3740,2024-10-20 00:00:00
"(71, 1175, 'Sunday-10-20'),",71,1175,2024-10-20 00:00:00,DEUGIG001,890,1,1175,2024-10-20 00:00:00
"(72, 2384, 'Sunday-10-20'),",72,2384,2024-10-20 00:00:00,DEUGIZ001,1500,1,2384,2024-10-20 00:00:00
"(73, 0, 'Sunday-10-20'),",73,0,2024-10-20 00:00:00,DEUGME001,369,0,0,2024-10-20 00:00:00
"(74, 0, 'Sunday-10-20'),",74,0,2024-10-20 00:00:00,DEUGRM001,0,0,0,2024-10-20 00:00:00
"(75, -1762, 'Sunday-10-20'),",75,-1762,2024-10-20 00:00:00,DEUHAJ001,11492,0,-1762,2024-10-20 00:00:00
"(76, 1104, 'Sunday-10-20'),",76,1104,2024-10-20 00:00:00,DEUHAJ002,2222,0,1104,2024-10-20 00:00:00
"(77, 21, 'Sunday-10-20'),",77,21,2024-10-20 00:00:00,DEUHAJ003,106,0,21,2024-10-20 00:00:00
"(78, 9, 'Sunday-10-20'),",78,9,2024-10-20 00:00:00,DEUHAJ004,175,0,9,2024-10-20 00:00:00
"(79, 4136, 'Sunday-10-20'),",79,4136,2024-10-20 00:00:00,DEUHAM001,3000,1,4136,2024-10-20 00:00:00
"(80, -2095, 'Sunday-10-20'),",80,-2095,2024-10-20 00:00:00,DEUHAM002,2259,0,-2095,2024-10-20 00:00:00
"(81, 1, 'Sunday-10-20'),",81,1,2024-10-20 00:00:00,DEUHEA001,0,1,1,2024-10-20 00:00:00
"(82, 86, 'Sunday-10-20'),",82,86,2024-10-20 00:00:00,DEUHEN001,2222,0,86,2024-10-20 00:00:00
"(83, 2851, 'Sunday-10-20'),",83,2851,2024-10-20 00:00:00,DEUHMA001,2222,1,2851,2024-10-20 00:00:00
"(84, 8409, 'Sunday-10-20'),",84,8409,2024-10-20 00:00:00,DEUILG001,8140,1,8409,2024-10-20 00:00:00
"(85, -23687, 'Sunday-10-20'),",85,-23687,2024-10-20 00:00:00,DEUING001,5314,0,-23687,2024-10-20 00:00:00
"(86, 9765, 'Sunday-10-20'),",86,9765,2024-10-20 00:00:00,DEUKAK001,2222,1,9765,2024-10-20 00:00:00
"(87, 1336, 'Sunday-10-20'),",87,1336,2024-10-20 00:00:00,DEUKAS001,2222,0,1336,2024-10-20 00:00:00
"(88, 7851, 'Sunday-10-20'),",88,7851,2024-10-20 00:00:00,DEUKIP001,5884,1,7851,2024-10-20 00:00:00
"(89, 557, 'Sunday-10-20'),",89,557,2024-10-20 00:00:00,DEUKT2001,700,0,557,2024-10-20 00:00:00
"(90, -1333, 'Sunday-10-20'),",90,-1333,2024-10-20 00:00:00,DEULBC001,3500,0,-1333,2024-10-20 00:00:00
"(91, -1576, 'Sunday-10-20'),",91,-1576,2024-10-20 00:00:00,DEULBC002,3500,0,-1576,2024-10-20 00:00:00
"(92, 1, 'Sunday-10-20'),",92,1,2024-10-20 00:00:00,DEULDX001,1500,0,1,2024-10-20 00:00:00
"(93, 2719, 'Sunday-10-20'),",93,2719,2024-10-20 00:00:00,DEULEH001,2000,1,2719,2024-10-20 00:00:00
"(94, 1, 'Sunday-10-20'),",94,1,2024-10-20 00:00:00,DEUMMD001,500,0,1,2024-10-20 00:00:00
"(95, 403, 'Sunday-10-20'),",95,403,2024-10-20 00:00:00,DEUMUM001,2477,0,403,2024-10-20 00:00:00
"(96, 55, 'Sunday-10-20'),",96,55,2024-10-20 00:00:00,DEUNBI001,1464,0,55,2024-10-20 00:00:00
"(97, 3177, 'Sunday-10-20'),",97,3177,2024-10-20 00:00:00,DEUNDS001,2556,1,3177,2024-10-20 00:00:00
"(98, 10464, 'Sunday-10-20'),",98,10464,2024-10-20 00:00:00,DEUNEM001,48129,0,10464,2024-10-20 00:00:00
"(99, 6845, 'Sunday-10-20'),",99,6845,2024-10-20 00:00:00,DEUNSS001,4122,1,6845,2024-10-20 00:00:00
"(100, 2864, 'Sunday-10-20'),",100,2864,2024-10-20 00:00:00,DEUNUE001,1460,1,2864,2024-10-20 00:00:00
"(101, -1512, 'Sunday-10-20'),",101,-1512,2024-10-20 00:00:00,DEUOSN001,650,0,-1512,2024-10-20 00:00:00
"(102, 3284, 'Sunday-10-20'),",102,3284,2024-10-20 00:00:00,DEUOSN002,3146,1,3284,2024-10-20 00:00:00
"(103, 1493, 'Sunday-10-20'),",103,1493,2024-10-20 00:00:00,DEUOSN003,1605,0,1493,2024-10-20 00:00:00
"(104, 0, 'Sunday-10-20'),",104,0,2024-10-20 00:00:00,DEUPOOL  L,0,0,0,2024-10-20 00:00:00
"(105, 14632, 'Sunday-10-20'),",105,14632,2024-10-20 00:00:00,DEURDN001,15000,0,14632,2024-10-20 00:00:00
"(106, 1, 'Sunday-10-20'),",106,1,2024-10-20 00:00:00,DEURDS001,3,0,1,2024-10-20 00:00:00
"(107, 10, 'Sunday-10-20'),",107,10,2024-10-20 00:00:00,DEUREG001,0,1,10,2024-10-20 00:00:00
"(108, 40, 'Sunday-10-20'),",108,40,2024-10-20 00:00:00,DEUREG002,9,1,40,2024-10-20 00:00:00
"(109, 16814, 'Sunday-10-20'),",109,16814,2024-10-20 00:00:00,DEURKW001,20344,0,16814,2024-10-20 00:00:00
"(110, 6938, 'Sunday-10-20'),",110,6938,2024-10-20 00:00:00,DEUSAR001,17222,0,6938,2024-10-20 00:00:00
"(111, -37, 'Sunday-10-20'),",111,-37,2024-10-20 00:00:00,DEUSCF001,1487,0,-37,2024-10-20 00:00:00
"(112, 3, 'Sunday-10-20'),",112,3,2024-10-20 00:00:00,DEUSRD001,2222,0,3,2024-10-20 00:00:00
"(113, 0, 'Sunday-10-20'),",113,0,2024-10-20 00:00:00,DEUSTM001,35,0,0,2024-10-20 00:00:00
"(114, 0, 'Sunday-10-20'),",114,0,2024-10-20 00:00:00,DEUUCH001,0,0,0,2024-10-20 00:00:00
"(115, 218, 'Sunday-10-20'),",115,218,2024-10-20 00:00:00,DEUUEN001,2322,0,218,2024-10-20 00:00:00
"(116, 4000, 'Sunday-10-20'),",116,4000,2024-10-20 00:00:00,DEUULZ001,5700,0,4000,2024-10-20 00:00:00
"(117, 1952, 'Sunday-10-20'),",117,1952,2024-10-20 00:00:00,DEUWBW001,2222,0,1952,2024-10-20 00:00:00
"(118, 72, 'Sunday-10-20'),",118,72,2024-10-20 00:00:00,DEUWDR001,3341,0,72,2024-10-20 00:00:00
"(119, 0, 'Sunday-10-20'),",119,0,2024-10-20 00:00:00,DEUWIS001,0,0,0,2024-10-20 00:00:00
"(120, 4319, 'Sunday-10-20'),",120,4319,2024-10-20 00:00:00,DEUWLZ001,3208,1,4319,2024-10-20 00:00:00
"(121, 15, 'Sunday-10-20'),",121,15,2024-10-20 00:00:00,DEUWMO001,2222,0,15,2024-10-20 00:00:00
"(122, -28033, 'Sunday-10-20'),",122,-28033,2024-10-20 00:00:00,DEUWOB001 ,16508,0,-28033,2024-10-20 00:00:00
"(123, 203, 'Sunday-10-20'),",123,203,2024-10-20 00:00:00,DEUWVN001,2222,0,203,2024-10-20 00:00:00
"(124, 5913, 'Sunday-10-20'),",124,5913,2024-10-20 00:00:00,DEUZET001,8184,0,5913,2024-10-20 00:00:00
"(125, 0, 'Sunday-10-20'),",125,0,2024-10-20 00:00:00,DEUZUE001,0,0,0,2024-10-20 00:00:00
"(126, -17040, 'Sunday-10-20'),",126,-17040,2024-10-20 00:00:00,DEUZWI001,3433,0,-17040,2024-10-20 00:00:00
"(127, 7169, 'Sunday-10-20'),",127,7169,2024-10-20 00:00:00,DEUZWI002,9296,0,7169,2024-10-20 00:00:00
"(128, 5, 'Sunday-10-20'),",128,5,2024-10-20 00:00:00,DEUZWI003,500,0,5,2024-10-20 00:00:00
"(1, 114, 'Monday-10-21'),",1,114,2024-10-21 00:00:00,DEU010   B,2222,0,114,2024-10-21 00:00:00
"(2, 5, 'Monday-10-21'),",2,5,2024-10-21 00:00:00,DEU0111  B,22834,0,5,2024-10-21 00:00:00
"(3, 0, 'Monday-10-21'),",3,0,2024-10-21 00:00:00,DEU07024 L,2000,0,0,2024-10-21 00:00:00
"(4, 484, 'Monday-10-21'),",4,484,2024-10-21 00:00:00,DEU110071L,2222,0,484,2024-10-21 00:00:00
"(5, 2, 'Monday-10-21'),",5,2,2024-10-21 00:00:00,DEU1120  L,0,1,2,2024-10-21 00:00:00
"(6, 0, 'Monday-10-21'),",6,0,2024-10-21 00:00:00,DEU1162  L,3000,0,0,2024-10-21 00:00:00
"(7, 9, 'Monday-10-21'),",7,9,2024-10-21 00:00:00,DEU1206  L,327,0,9,2024-10-21 00:00:00
"(8, -131, 'Monday-10-21'),",8,-131,2024-10-21 00:00:00,DEU1299  L,296,0,-131,2024-10-21 00:00:00
"(9, 1, 'Monday-10-21'),",9,1,2024-10-21 00:00:00,DEU1401  L,6,0,1,2024-10-21 00:00:00
"(10, 1, 'Monday-10-21'),",10,1,2024-10-21 00:00:00,DEU1420  L,2222,0,1,2024-10-21 00:00:00
"(11, 0, 'Monday-10-21'),",11,0,2024-10-21 00:00:00,DEU1504  L,5000,0,0,2024-10-21 00:00:00
"(12, -2, 'Monday-10-21'),",12,-2,2024-10-21 00:00:00,DEU1543  L,1500,0,-2,2024-10-21 00:00:00
"(13, -2, 'Monday-10-21'),",13,-2,2024-10-21 00:00:00,DEU1544  L,500,0,-2,2024-10-21 00:00:00
"(14, 0, 'Monday-10-21'),",14,0,2024-10-21 00:00:00,DEU1702  L,0,0,0,2024-10-21 00:00:00
"(15, 1, 'Monday-10-21'),",15,1,2024-10-21 00:00:00,DEU2120  L,0,1,1,2024-10-21 00:00:00
"(16, 2, 'Monday-10-21'),",16,2,2024-10-21 00:00:00,DEU2181  L,0,1,2,2024-10-21 00:00:00
"(17, 208, 'Monday-10-21'),",17,208,2024-10-21 00:00:00,DEU21K01 L,2222,0,208,2024-10-21 00:00:00
"(18, 650, 'Monday-10-21'),",18,650,2024-10-21 00:00:00,DEU21P05 L,2222,0,650,2024-10-21 00:00:00
"(19, 3, 'Monday-10-21'),",19,3,2024-10-21 00:00:00,DEU21P20 L,2222,0,3,2024-10-21 00:00:00
"(20, 8, 'Monday-10-21'),",20,8,2024-10-21 00:00:00,DEU21W46 L,17,0,8,2024-10-21 00:00:00
"(21, 0, 'Monday-10-21'),",21,0,2024-10-21 00:00:00,DEU2272  L,0,0,0,2024-10-21 00:00:00
"(22, 668, 'Monday-10-21'),",22,668,2024-10-21 00:00:00,DEU22P10 L,2222,0,668,2024-10-21 00:00:00
"(23, 407, 'Monday-10-21'),",23,407,2024-10-21 00:00:00,DEU22P46 L,2222,0,407,2024-10-21 00:00:00
"(24, -36, 'Monday-10-21'),",24,-36,2024-10-21 00:00:00,DEU22P69 L,366,0,-36,2024-10-21 00:00:00
"(25, 2, 'Monday-10-21'),",25,2,2024-10-21 00:00:00,DEU240   B,2000,0,2,2024-10-21 00:00:00
"(26, 7, 'Monday-10-21'),",26,7,2024-10-21 00:00:00,DEU340   B,8,0,7,2024-10-21 00:00:00
"(27, 1, 'Monday-10-21'),",27,1,2024-10-21 00:00:00,DEU3799  L,5000,0,1,2024-10-21 00:00:00
"(28, 996, 'Monday-10-21'),",28,996,2024-10-21 00:00:00,DEU520   N,420,1,996,2024-10-21 00:00:00
"(29, 0, 'Monday-10-21'),",29,0,2024-10-21 00:00:00,DEU530   N,3000,0,0,2024-10-21 00:00:00
"(30, 6, 'Monday-10-21'),",30,6,2024-10-21 00:00:00,DEU620   B,8,0,6,2024-10-21 00:00:00
"(31, 0, 'Monday-10-21'),",31,0,2024-10-21 00:00:00,DEU620   N,3000,0,0,2024-10-21 00:00:00
"(32, 0, 'Monday-10-21'),",32,0,2024-10-21 00:00:00,DEU68024 L,2000,0,0,2024-10-21 00:00:00
"(33, -535, 'Monday-10-21'),",33,-535,2024-10-21 00:00:00,DEU700Y  H,2000,0,-535,2024-10-21 00:00:00
"(34, 168, 'Monday-10-21'),",34,168,2024-10-21 00:00:00,DEU7071  H,3500,0,168,2024-10-21 00:00:00
"(35, 0, 'Monday-10-21'),",35,0,2024-10-21 00:00:00,DEU70DUE L,0,0,0,2024-10-21 00:00:00
"(36, 1411, 'Monday-10-21'),",36,1411,2024-10-21 00:00:00,DEU780   B,2500,0,1411,2024-10-21 00:00:00
"(37, 0, 'Monday-10-21'),",37,0,2024-10-21 00:00:00,DEU78055 L,2500,0,0,2024-10-21 00:00:00
"(38, 160, 'Monday-10-21'),",38,160,2024-10-21 00:00:00,DEU790   B,314,0,160,2024-10-21 00:00:00
"(39, 0, 'Monday-10-21'),",39,0,2024-10-21 00:00:00,DEU81024 L,2000,0,0,2024-10-21 00:00:00
"(40, 0, 'Monday-10-21'),",40,0,2024-10-21 00:00:00,DEU83024 L,2000,0,0,2024-10-21 00:00:00
"(41, 12153, 'Monday-10-21'),",41,12153,2024-10-21 00:00:00,DEU850   B,13368,0,12153,2024-10-21 00:00:00
"(42, 0, 'Monday-10-21'),",42,0,2024-10-21 00:00:00,DEU85016 L,0,0,0,2024-10-21 00:00:00
"(43, 1349, 'Monday-10-21'),",43,1349,2024-10-21 00:00:00,DEUBIE001,500,1,1349,2024-10-21 00:00:00
"(44, 0, 'Monday-10-21'),",44,0,2024-10-21 00:00:00,DEUBRE001,0,0,0,2024-10-21 00:00:00
"(45, 0, 'Monday-10-21'),",45,0,2024-10-21 00:00:00,DEUBRE002,0,0,0,2024-10-21 00:00:00
"(46, -8474, 'Monday-10-21'),",46,-8474,2024-10-21 00:00:00,DEUBRV001,22254,0,-8474,2024-10-21 00:00:00
"(47, -1751, 'Monday-10-21'),",47,-1751,2024-10-21 00:00:00,DEUBRV002,2191,0,-1751,2024-10-21 00:00:00
"(48, 136, 'Monday-10-21'),",48,136,2024-10-21 00:00:00,DEUBTL001,2528,0,136,2024-10-21 00:00:00
"(49, 1998, 'Monday-10-21'),",49,1998,2024-10-21 00:00:00,DEUCAN001,1971,1,1998,2024-10-21 00:00:00
"(50, -217, 'Monday-10-21'),",50,-217,2024-10-21 00:00:00,DEUCUX001,3000,0,-217,2024-10-21 00:00:00
"(51, -1329, 'Monday-10-21'),",51,-1329,2024-10-21 00:00:00,DEUCUX002,3000,0,-1329,2024-10-21 00:00:00
"(52, 4153, 'Monday-10-21'),",52,4153,2024-10-21 00:00:00,DEUDAR001,3200,1,4153,2024-10-21 00:00:00
"(53, 0, 'Monday-10-21'),",53,0,2024-10-21 00:00:00,DEUDAR002,0,0,0,2024-10-21 00:00:00
"(54, 0, 'Monday-10-21'),",54,0,2024-10-21 00:00:00,DEUDD    K,3000,0,0,2024-10-21 00:00:00
"(55, 5253, 'Monday-10-21'),",55,5253,2024-10-21 00:00:00,DEUDRS001,8056,0,5253,2024-10-21 00:00:00
"(56, 0, 'Monday-10-21'),",56,0,2024-10-21 00:00:00,DEUDUE001,0,0,0,2024-10-21 00:00:00
"(57, 922, 'Monday-10-21'),",57,922,2024-10-21 00:00:00,DEUDUI001,4014,0,922,2024-10-21 00:00:00
"(58, 14, 'Monday-10-21'),",58,14,2024-10-21 00:00:00,DEUEGI001,2222,0,14,2024-10-21 00:00:00
"(59, 0, 'Monday-10-21'),",59,0,2024-10-21 00:00:00,DEUEMD   L,3000,0,0,2024-10-21 00:00:00
"(60, -14217, 'Monday-10-21'),",60,-14217,2024-10-21 00:00:00,DEUEME001,11619,0,-14217,2024-10-21 00:00:00
"(61, -6138, 'Monday-10-21'),",61,-6138,2024-10-21 00:00:00,DEUEME002,44650,0,-6138,2024-10-21 00:00:00
"(62, 1582, 'Monday-10-21'),",62,1582,2024-10-21 00:00:00,DEUEME003,10300,0,1582,2024-10-21 00:00:00
"(63, 6565, 'Monday-10-21'),",63,6565,2024-10-21 00:00:00,DEUEME004,3000,1,6565,2024-10-21 00:00:00
"(64, 0, 'Monday-10-21'),",64,0,2024-10-21 00:00:00,DEUEME005,3000,0,0,2024-10-21 00:00:00
"(65, 1731, 'Monday-10-21'),",65,1731,2024-10-21 00:00:00,DEUEME006,1995,0,1731,2024-10-21 00:00:00
"(66, 5189, 'Monday-10-21'),",66,5189,2024-10-21 00:00:00,DEUESS001,4500,1,5189,2024-10-21 00:00:00
"(67, 2485, 'Monday-10-21'),",67,2485,2024-10-21 00:00:00,DEUFAB001,3157,0,2485,2024-10-21 00:00:00
"(68, 1301, 'Monday-10-21'),",68,1301,2024-10-21 00:00:00,DEUFLB001,2222,0,1301,2024-10-21 00:00:00
"(69, 2468, 'Monday-10-21'),",69,2468,2024-10-21 00:00:00,DEUFUW001,4754,0,2468,2024-10-21 00:00:00
"(70, 3595, 'Monday-10-21'),",70,3595,2024-10-21 00:00:00,DEUGHU001,6622,0,3595,2024-10-21 00:00:00
"(71, 1171, 'Monday-10-21'),",71,1171,2024-10-21 00:00:00,DEUGIG001,890,1,1171,2024-10-21 00:00:00
"(72, 2284, 'Monday-10-21'),",72,2284,2024-10-21 00:00:00,DEUGIZ001,1500,1,2284,2024-10-21 00:00:00
"(73, 0, 'Monday-10-21'),",73,0,2024-10-21 00:00:00,DEUGME001,369,0,0,2024-10-21 00:00:00
"(74, 0, 'Monday-10-21'),",74,0,2024-10-21 00:00:00,DEUGRM001,0,0,0,2024-10-21 00:00:00
"(75, -2129, 'Monday-10-21'),",75,-2129,2024-10-21 00:00:00,DEUHAJ001,11492,0,-2129,2024-10-21 00:00:00
"(76, 1133, 'Monday-10-21'),",76,1133,2024-10-21 00:00:00,DEUHAJ002,2222,0,1133,2024-10-21 00:00:00
"(77, 21, 'Monday-10-21'),",77,21,2024-10-21 00:00:00,DEUHAJ003,106,0,21,2024-10-21 00:00:00
"(78, 9, 'Monday-10-21'),",78,9,2024-10-21 00:00:00,DEUHAJ004,175,0,9,2024-10-21 00:00:00
"(79, 4068, 'Monday-10-21'),",79,4068,2024-10-21 00:00:00,DEUHAM001,3000,1,4068,2024-10-21 00:00:00
"(80, -2114, 'Monday-10-21'),",80,-2114,2024-10-21 00:00:00,DEUHAM002,2259,0,-2114,2024-10-21 00:00:00
"(81, 1, 'Monday-10-21'),",81,1,2024-10-21 00:00:00,DEUHEA001,0,1,1,2024-10-21 00:00:00
"(82, 86, 'Monday-10-21'),",82,86,2024-10-21 00:00:00,DEUHEN001,2222,0,86,2024-10-21 00:00:00
"(83, 2853, 'Monday-10-21'),",83,2853,2024-10-21 00:00:00,DEUHMA001,2222,1,2853,2024-10-21 00:00:00
"(84, 8373, 'Monday-10-21'),",84,8373,2024-10-21 00:00:00,DEUILG001,8140,1,8373,2024-10-21 00:00:00
"(85, -23978, 'Monday-10-21'),",85,-23978,2024-10-21 00:00:00,DEUING001,5314,0,-23978,2024-10-21 00:00:00
"(86, 9808, 'Monday-10-21'),",86,9808,2024-10-21 00:00:00,DEUKAK001,2222,1,9808,2024-10-21 00:00:00
"(87, 1342, 'Monday-10-21'),",87,1342,2024-10-21 00:00:00,DEUKAS001,2222,0,1342,2024-10-21 00:00:00
"(88, 7722, 'Monday-10-21'),",88,7722,2024-10-21 00:00:00,DEUKIP001,5884,1,7722,2024-10-21 00:00:00
"(89, 557, 'Monday-10-21'),",89,557,2024-10-21 00:00:00,DEUKT2001,700,0,557,2024-10-21 00:00:00
"(90, -1334, 'Monday-10-21'),",90,-1334,2024-10-21 00:00:00,DEULBC001,3500,0,-1334,2024-10-21 00:00:00
"(91, -1573, 'Monday-10-21'),",91,-1573,2024-10-21 00:00:00,DEULBC002,3500,0,-1573,2024-10-21 00:00:00
"(92, 1, 'Monday-10-21'),",92,1,2024-10-21 00:00:00,DEULDX001,1500,0,1,2024-10-21 00:00:00
"(93, 2725, 'Monday-10-21'),",93,2725,2024-10-21 00:00:00,DEULEH001,2000,1,2725,2024-10-21 00:00:00
"(94, 1, 'Monday-10-21'),",94,1,2024-10-21 00:00:00,DEUMMD001,500,0,1,2024-10-21 00:00:00
"(95, 403, 'Monday-10-21'),",95,403,2024-10-21 00:00:00,DEUMUM001,2477,0,403,2024-10-21 00:00:00
"(96, 55, 'Monday-10-21'),",96,55,2024-10-21 00:00:00,DEUNBI001,1464,0,55,2024-10-21 00:00:00
"(97, 3119, 'Monday-10-21'),",97,3119,2024-10-21 00:00:00,DEUNDS001,2556,1,3119,2024-10-21 00:00:00
"(98, 10377, 'Monday-10-21'),",98,10377,2024-10-21 00:00:00,DEUNEM001,48129,0,10377,2024-10-21 00:00:00
"(99, 6732, 'Monday-10-21'),",99,6732,2024-10-21 00:00:00,DEUNSS001,4122,1,6732,2024-10-21 00:00:00
"(100, 2841, 'Monday-10-21'),",100,2841,2024-10-21 00:00:00,DEUNUE001,1460,1,2841,2024-10-21 00:00:00
"(101, -1527, 'Monday-10-21'),",101,-1527,2024-10-21 00:00:00,DEUOSN001,650,0,-1527,2024-10-21 00:00:00
"(102, 3231, 'Monday-10-21'),",102,3231,2024-10-21 00:00:00,DEUOSN002,3146,1,3231,2024-10-21 00:00:00
"(103, 1493, 'Monday-10-21'),",103,1493,2024-10-21 00:00:00,DEUOSN003,1605,0,1493,2024-10-21 00:00:00
"(104, 0, 'Monday-10-21'),",104,0,2024-10-21 00:00:00,DEUPOOL  L,0,0,0,2024-10-21 00:00:00
"(105, 14633, 'Monday-10-21'),",105,14633,2024-10-21 00:00:00,DEURDN001,15000,0,14633,2024-10-21 00:00:00
"(106, 1, 'Monday-10-21'),",106,1,2024-10-21 00:00:00,DEURDS001,3,0,1,2024-10-21 00:00:00
