,CODE,Stock,Capacity,LoadCapacity,UnloadCapacity,Capacity_Flag,Stock_Flag,latitude,longitude
895,Almacen 895,235.0,259.0,500.0,11.0,H,H,41.19140005438702,-8.924802607519464
896,Almacen 896,421.0,464.0,500.0,37.0,H,H,38.34425630626025,-4.426904751367518
897,Almacen 897,178.0,196.0,500.0,9.0,H,H,38.467231864929595,-3.638258826628207
898,Almacen 898,418.0,460.0,500.0,22.0,H,H,37.72753692123007,3.2430752463646453
899,Almacen 899,45.0,50.0,500.0,4.0,H,H,43.62531702129188,-3.4058166095812634
900,Almacen 900,235.0,259.0,500.0,15.0,H,H,36.70794047277838,-8.97171136489538
901,Almacen 901,197.0,217.0,500.0,10.0,H,H,37.82695736992222,-8.399685997220413
902,Almacen 902,195.0,215.0,500.0,10.0,H,H,42.01637553398653,1.7375368793820805
903,Almacen 903,158.0,174.0,500.0,19.0,H,H,36.530991514611834,-7.6595302571484645
904,Almacen 904,207.0,228.0,500.0,8.0,H,H,41.54546186216445,4.1488363581868395
905,Almacen 905,299.0,329.0,500.0,18.0,H,H,36.25172817157648,3.3176856961838173
906,Almacen 906,65.0,72.0,500.0,8.0,H,H,41.29805719026805,0.7512908850944626
907,Almacen 907,117.0,129.0,500.0,7.0,H,H,37.22900902369132,-3.6611618283437037
908,Almacen 908,290.0,319.0,500.0,11.0,H,H,37.99740058610622,-2.268056524185483
909,Almacen 909,101.0,112.0,500.0,7.0,H,H,36.05558672598654,-0.44921747508550247
910,Almacen 910,47.0,52.0,500.0,4.0,H,H,36.89774486735065,-6.984991890783213
911,Almacen 911,54.0,60.0,500.0,6.0,H,H,41.75145422905898,-4.6570587944843105
912,Almacen 912,126.0,139.0,500.0,8.0,H,H,37.0862126944519,-6.7366370798684105
913,Almacen 913,71.0,79.0,500.0,7.0,H,H,42.50702470194824,0.5076959305929378
914,Almacen 914,211.0,233.0,500.0,28.0,H,H,42.15349202022446,-2.300558548827304
915,Almacen 915,116.0,128.0,500.0,7.0,H,H,42.89376323294552,-0.30345309848542534
916,Almacen 916,152.0,168.0,500.0,17.0,H,H,41.941043088967845,3.104096224829439
917,Almacen 917,95.0,105.0,500.0,8.0,H,H,42.849457609241455,-0.3196036552822523
918,Almacen 918,81.0,90.0,500.0,10.0,H,H,40.896499780828655,-7.116597056732633
919,Almacen 919,328.0,361.0,500.0,13.0,H,H,36.376704222354064,3.7243058272669103
920,Almacen 920,136.0,150.0,500.0,11.0,H,H,41.59904443826104,3.1203751508533095
921,Almacen 921,2.0,3.0,500.0,2.0,H,H,43.51967322146279,2.203042449416742
922,Almacen 922,151.0,167.0,500.0,12.0,H,H,41.476561796079615,-6.538669672207892
923,Almacen 923,212.0,234.0,500.0,14.0,H,H,36.46245762753124,-3.758719180960436
924,Almacen 924,1.0,2.0,500.0,1.0,H,H,37.850056175805065,1.913785284395713
925,Almacen 925,76.0,84.0,500.0,8.0,H,H,41.80966984574184,-2.976494493586335
926,Almacen 926,83.0,92.0,500.0,7.0,H,H,36.31059436451031,4.210482972904231
927,Almacen 927,77.0,85.0,500.0,5.0,H,H,36.953566477268836,1.10074916016635
928,Almacen 928,35.0,39.0,500.0,4.0,H,H,41.60625006317272,3.168158810343755
929,Almacen 929,183.0,202.0,500.0,13.0,H,H,39.75573462860531,2.5032619718608586
930,Almacen 930,221.0,244.0,500.0,14.0,H,H,36.273392091458,-4.564363977520712
931,Almacen 931,79.0,87.0,500.0,6.0,H,H,36.1881886740933,-3.2915287398181023
932,Almacen 932,497.0,547.0,500.0,22.0,H,H,41.26409341602629,-7.207025707566747
933,Almacen 933,307.0,338.0,500.0,13.0,H,H,36.55690505767813,-8.761820620337865
934,Almacen 934,375.0,413.0,500.0,15.0,H,H,41.65485728349776,2.5046153008027883
935,Almacen 935,75.0,83.0,500.0,8.0,H,H,43.689107183929536,2.4739924915768245
936,Almacen 936,248.0,273.0,500.0,16.0,H,H,40.44153267834897,-1.4210063343545745
937,Almacen 937,391.0,431.0,500.0,29.0,H,H,36.60976654961348,-6.19196214471893
938,Almacen 938,105.0,116.0,500.0,7.0,H,H,42.022780864382405,1.7982273520509757
939,Almacen 939,297.0,327.0,500.0,14.0,H,H,39.48582147324998,-3.7030808617399744
940,Almacen 940,119.0,131.0,500.0,8.0,H,H,43.795093908090664,0.457430152497011
941,Almacen 941,499.0,549.0,500.0,22.0,H,H,43.32393141294154,-8.44797232677585
942,Almacen 942,664.0,731.0,500.0,43.0,H,H,38.072639038354964,2.567933324596055
943,Almacen 943,611.0,673.0,500.0,22.0,H,H,42.37641562933063,-6.561663461574811
944,Almacen 944,290.0,319.0,500.0,11.0,H,H,42.742668207115145,2.5105272344074354
945,Almacen 945,194.0,214.0,500.0,9.0,H,H,43.68664021572593,1.7546827213224283
946,Almacen 946,282.0,311.0,500.0,22.0,H,H,39.249309239486536,1.8364626001913429
947,Almacen 947,40.0,44.0,500.0,6.0,H,H,43.637606019913946,3.5535290077793604
948,Almacen 948,245.0,270.0,500.0,19.0,H,H,40.09635419947784,-2.031284718687698
949,Almacen 949,36.0,40.0,500.0,5.0,H,H,36.813939428567636,-3.523120632085912
950,Almacen 950,44.0,49.0,500.0,5.0,H,H,39.6063608148775,-1.6613000761672643
951,Almacen 951,1.0,2.0,500.0,1.0,H,H,42.0101277595168,-3.8826436025937303
952,Almacen 952,10.0,11.0,500.0,2.0,H,H,43.61489029960084,-1.1920007667416197
953,Almacen 953,203.0,224.0,500.0,113.0,H,H,38.30776757113058,-7.147825139365391
954,Almacen 954,59.0,65.0,500.0,20.0,H,H,38.21679827295329,-2.4664902537335376
955,Almacen 955,95.0,105.0,500.0,26.0,H,H,37.024857703597135,-6.132986068631142
956,Almacen 956,1.0,2.0,500.0,1.0,H,H,43.01854978827522,-6.678470351703006
957,Almacen 957,163.0,180.0,500.0,10.0,H,H,42.554268262086985,-8.049140051815074
958,Almacen 958,55.0,61.0,500.0,4.0,H,H,37.43461600876599,3.2785088349224143
959,Almacen 959,170.0,188.0,500.0,12.0,H,H,39.32440629361081,4.1724254336486215
960,Almacen 960,137.0,151.0,500.0,9.0,H,H,42.952755958034764,-5.204373137043987
961,Almacen 961,310.0,341.0,500.0,15.0,H,H,39.80196531566213,-3.737987867510258
962,Almacen 962,226.0,249.0,500.0,17.0,H,H,39.58147261854405,-8.306150595428099
963,Almacen 963,102.0,113.0,500.0,9.0,H,H,38.739182438318764,-6.214829340743165
964,Almacen 964,338.0,372.0,500.0,16.0,H,H,39.595539496970154,-2.756273466197473
965,Almacen 965,111.0,123.0,500.0,8.0,H,H,40.410483660168424,0.2188832151420943
966,Almacen 966,37.0,41.0,500.0,3.0,H,H,36.61451211471059,-1.573949644097394
967,Almacen 967,67.0,74.0,500.0,22.0,H,H,36.28550733881249,-2.3822306547266
968,Almacen 968,278.0,306.0,500.0,24.0,H,H,39.48247538765752,-5.659507344026274
969,Almacen 969,90.0,100.0,500.0,5.0,H,H,43.17266651390233,-2.8432304226601035
970,Almacen 970,454.0,500.0,500.0,28.0,H,H,39.50543961657774,0.19404218046823551
971,Almacen 971,86.0,95.0,500.0,4.0,H,H,36.12303384015211,-0.6987641513125116
972,Almacen 972,176.0,194.0,500.0,12.0,H,H,39.95870318324186,-8.219737775731657
973,Almacen 973,232.0,256.0,500.0,10.0,H,H,37.13760651148735,-3.6024992816527694
974,Almacen 974,431.0,475.0,500.0,17.0,H,H,39.73431710341224,-3.1763379459159564
975,Almacen 975,68.0,75.0,500.0,8.0,H,H,37.58740447155823,-8.836977301652878
976,Almacen 976,100.0,111.0,500.0,13.0,H,H,42.7243493457962,1.4514200604667273
977,Almacen 977,154.0,170.0,500.0,10.0,H,H,36.7761554526898,-3.02339730542242
978,Almacen 978,70.0,77.0,500.0,5.0,H,H,41.44558187113263,-1.3937718589890133
979,Almacen 979,183.0,202.0,500.0,10.0,H,H,41.896418226419975,-2.1028110085647578
980,Almacen 980,421.0,464.0,500.0,28.0,H,H,38.13868836610584,0.6527466175129977
981,Almacen 981,90.0,100.0,500.0,15.0,H,H,41.04552564749142,-9.040188120146139
982,Almacen 982,20.0,22.0,500.0,4.0,H,H,42.953586069984,3.786127816864365
983,Almacen 983,27.0,30.0,500.0,4.0,H,H,38.36585184713676,-4.339981219899967
984,Almacen 984,58.0,64.0,500.0,5.0,H,H,43.770786190148286,-1.8778241929704889
985,Almacen 985,121.0,134.0,500.0,4.0,H,H,43.77968572481842,-0.808616031046407
986,Almacen 986,83.0,92.0,500.0,8.0,H,H,40.4586860704308,-1.5968706113392113
987,Almacen 987,41.0,46.0,500.0,5.0,H,H,36.518704130880586,-5.743437182461822
988,Almacen 988,146.0,161.0,500.0,9.0,H,H,42.305493001568934,3.4772686310420777
989,Almacen 989,77.0,85.0,500.0,5.0,H,H,36.865371015968854,-0.12917209948145114
990,Almacen 990,71.0,79.0,500.0,5.0,H,H,40.30473046794969,-6.566058460509458
991,Almacen 991,152.0,168.0,500.0,8.0,H,H,39.687047097026024,1.939078808215978
992,Almacen 992,47.0,52.0,500.0,4.0,H,H,36.60195052148606,-2.572931046682511
993,Almacen 993,110.0,122.0,500.0,16.0,H,H,41.150883384659465,-7.1968092734148685
994,Almacen 994,80.0,88.0,500.0,7.0,H,H,38.02821208717906,0.4355938615664403
995,Almacen 995,62.0,69.0,500.0,6.0,H,H,40.24079819167756,-8.092754440729923
996,Almacen 996,91.0,101.0,500.0,6.0,H,H,36.33793242412798,-1.0365461066141801
997,Almacen 997,95.0,105.0,500.0,7.0,H,H,37.58459271071569,-7.47988959182018
998,Almacen 998,152.0,168.0,500.0,20.0,H,H,41.17774610621805,-5.027270055982024
999,Almacen 999,39.0,43.0,500.0,12.0,H,H,38.061219823679004,-8.272610026750938
1000,Almacen 1000,39.0,43.0,500.0,13.0,H,H,43.64600658064921,3.2514331219253165
1001,Almacen 1001,23.0,26.0,500.0,4.0,H,H,43.34764100091813,-5.7248895690604655
1002,Almacen 1002,94.0,104.0,500.0,7.0,H,H,38.34416917004151,-3.399107449065075
1003,Almacen 1003,90.0,100.0,500.0,7.0,H,H,37.70317204909769,-1.867601715153537
1004,Almacen 1004,47.0,52.0,500.0,3.0,H,H,41.26451087067322,2.913300077738695
1005,Almacen 1005,112.0,124.0,500.0,8.0,H,H,36.41978569399981,-7.453190841028567
1006,Almacen 1006,93.0,103.0,500.0,10.0,H,H,38.71338038958169,-6.897115534466812
1007,Almacen 1007,94.0,104.0,500.0,16.0,H,H,39.05055504727708,3.378347412997032
1008,Almacen 1008,75.0,83.0,500.0,6.0,H,H,39.59435553367862,-8.972634335785441
1009,Almacen 1009,45.0,50.0,500.0,5.0,H,H,43.13653048501051,0.9286329483040703
1010,Almacen 1010,88.0,97.0,500.0,5.0,H,H,39.42532840828726,-8.444788617567637
1011,Almacen 1011,49.0,54.0,500.0,5.0,H,H,42.424749219433934,-8.347170857305962
1012,Almacen 1012,65.0,72.0,500.0,5.0,H,H,43.52477253405505,-0.4486526244742901
1013,Almacen 1013,56.0,62.0,500.0,5.0,H,H,39.89063638534529,-7.89053930958832
1014,Almacen 1014,1.0,2.0,500.0,1.0,H,H,39.045002713096295,-1.9877081173563171
1015,Almacen 1015,34.0,38.0,500.0,3.0,H,H,40.88640984337678,-6.352818991766608
1016,Almacen 1016,30.0,33.0,500.0,5.0,H,H,41.483295004383805,-5.742426090343751
1017,Almacen 1017,135.0,149.0,500.0,8.0,H,H,42.049685199573794,-8.133660322403095
1018,Almacen 1018,64.0,71.0,500.0,7.0,H,H,41.480988674316855,1.0411006157677622
1019,Almacen 1019,126.0,139.0,500.0,13.0,H,H,40.95441160420305,2.958824228985817
1020,Almacen 1020,46.0,51.0,500.0,4.0,H,H,40.11116183659038,-2.0367106435548195
1021,Almacen 1021,38.0,42.0,500.0,3.0,H,H,41.39570826725729,-6.005528231539843
1022,Almacen 1022,134.0,148.0,500.0,17.0,H,H,39.85021581853171,2.986552732241293
1023,Almacen 1023,40.0,44.0,500.0,8.0,H,H,38.038778226194744,-6.702543523424467
1024,Almacen 1024,187.0,206.0,500.0,7.0,H,H,38.49125183023073,-4.654901693004647
1025,Almacen 1025,63.0,70.0,500.0,6.0,H,H,36.54518612728382,-3.8021757747655176
1026,Almacen 1026,114.0,126.0,500.0,8.0,H,H,36.15764635420033,-8.820367902587401
1027,Almacen 1027,75.0,83.0,500.0,5.0,H,H,39.15866148586537,-7.688192809601483
1028,Almacen 1028,332.0,366.0,500.0,25.0,H,H,43.462085816433124,-6.593709988983485
1029,Almacen 1029,6.0,7.0,500.0,3.0,H,H,36.37655053096887,-0.880893364457755
1030,Almacen 1030,96.0,106.0,500.0,7.0,H,H,41.900481141783615,-8.558332384438447
1031,Almacen 1031,246.0,271.0,500.0,12.0,H,H,42.49683315943341,-3.788761139633202
1032,Almacen 1032,268.0,295.0,500.0,22.0,H,H,39.25750019751055,-0.49261776968908677
1033,Almacen 1033,155.0,171.0,500.0,9.0,H,H,36.14796192230634,3.102483433105613
1034,Almacen 1034,109.0,120.0,500.0,7.0,H,H,43.718661636991826,2.4208581872532413
1035,Almacen 1035,104.0,115.0,500.0,9.0,H,H,37.18382497069789,3.1244482003413196
1036,Almacen 1036,1.0,2.0,500.0,1.0,H,H,42.185426617818024,-5.169145548473662
1037,Almacen 1037,1790.0,11000.0,964.0,1078.0,V,V,39.62787690700088,-8.893855954683342
1038,Almacen 1038,1491.0,1641.0,500.0,41.0,H,H,40.22872409025233,-8.842363021241676
1039,Almacen 1039,61.0,68.0,500.0,6.0,H,H,41.08310043571242,1.8682081281516787
1040,Almacen 1040,6.0,7.0,500.0,2.0,H,H,38.06482164207805,3.40439053171095
1041,Almacen 1041,8291.0,19821.0,48.0,646.0,H,V,43.79126407405878,-6.396646329829336
1042,Almacen 1042,1.0,2.0,500.0,1.0,H,H,37.60214880586182,0.8931372149237351
1043,Almacen 1043,60.0,2222.0,149.0,133.0,V,V,39.388011654903714,-2.7216311732539333
1044,Almacen 1044,69.0,76.0,500.0,8.0,H,H,39.23943718982042,-9.26989952697739
1045,Almacen 1045,3297.0,7002.0,500.0,272.0,H,V,39.93784859915276,-5.623060211893478
1046,Almacen 1046,22.0,25.0,500.0,15.0,H,H,40.10707604925036,-7.122814156269528
1047,Almacen 1047,4804.0,5285.0,500.0,142.0,H,H,37.596707207912466,0.6594214272831209
1048,Almacen 1048,24.0,27.0,500.0,4.0,H,H,39.56286956189482,-8.237633410125259
1049,Almacen 1049,3.0,4.0,500.0,2.0,H,H,36.97686805819639,1.4847550625931358
1050,Almacen 1050,3.0,2222.0,500.0,128.0,V,V,41.0041224418257,-7.013842881105705
1051,Almacen 1051,1.0,0.0,500.0,500.0,M,V,39.97477814962247,-4.210411480964943
1052,Almacen 1052,0.0,1863.0,95.0,48.0,H,M,37.192150478640066,0.25433740509007663
1053,Almacen 1053,953.0,1049.0,500.0,234.0,H,H,42.5126009394071,-5.092877017980619
1054,Almacen 1054,0.0,0.0,500.0,500.0,M,M,42.94087748458177,2.8677639358147378
1055,Almacen 1055,15.0,17.0,500.0,15.0,H,H,37.06070919860684,-0.5325674005911445
1056,Almacen 1056,1297.0,1464.0,500.0,91.0,H,V,36.0209084387281,-1.674042456015723
1057,Almacen 1057,0.0,0.0,500.0,500.0,M,M,37.51538370615301,-3.099480196169522
1058,Almacen 1058,7476.0,8224.0,500.0,110.0,H,H,42.977445903510066,-1.936119569522437
1059,Almacen 1059,419.0,461.0,500.0,143.0,H,H,39.47256868832481,-9.18679207389724
1060,Almacen 1060,9139.0,9092.0,500.0,243.0,H,V,38.26586480552745,0.3712021389173028
1061,Almacen 1061,16756.0,6283.0,500.0,343.0,H,V,37.81182974332783,-1.3022262070989061
1062,Almacen 1062,23.0,26.0,500.0,20.0,H,H,40.1412082425802,2.873844628944429
1063,Almacen 1063,5.0,6.0,500.0,3.0,H,H,42.161517434856094,1.5518046340589073
1064,Almacen 1064,2022.0,2225.0,500.0,1011.0,H,H,37.37593263622005,1.5692279207571556
1065,Almacen 1065,1.0,2222.0,170.0,1170.0,V,V,36.40674979000712,1.7780701804483723
1066,Almacen 1066,0.0,0.0,500.0,500.0,M,M,38.60045534525758,-6.534870188020857
1067,Almacen 1067,3222.0,4300.0,1.0,456.0,V,V,38.14193403141712,3.610121534044845
1068,Almacen 1068,751.0,2000.0,500.0,396.0,V,V,43.0037649882754,-7.4095894598532865
1069,Almacen 1069,15.0,1208.0,500.0,73.0,H,V,39.2898219160592,-0.19991975594396294
1070,Almacen 1070,0.0,0.0,500.0,500.0,M,M,38.87797638425057,-3.146569718513838
1071,Almacen 1071,1525.0,4000.0,500.0,244.0,V,V,37.086705171345834,-2.9256226801071055
1072,Almacen 1072,4697.0,5167.0,500.0,105.0,H,H,38.95131142263914,-8.863076791645977
1073,Almacen 1073,0.0,0.0,500.0,500.0,M,M,36.97857833245476,-8.28484676350827
1074,Almacen 1074,6.0,0.0,500.0,500.0,M,V,38.091101796016886,-2.1151392801444953
1075,Almacen 1075,25.0,0.0,500.0,500.0,M,V,39.51870803956386,-3.523522611612777
1076,Almacen 1076,215.0,1750.0,500.0,106.0,V,V,36.6372983725195,3.0233343621915623
1077,Almacen 1077,12.0,0.0,500.0,500.0,M,V,39.69436931988822,1.50481976335705
1078,Almacen 1078,177.0,0.0,500.0,500.0,M,V,38.67002901982394,4.063717993434654
1079,Almacen 1079,422.0,465.0,500.0,106.0,H,H,41.47748451526217,-3.8272585575439226
1080,Almacen 1080,30.0,0.0,500.0,500.0,M,V,37.17685289978494,-3.257983542030451
1081,Almacen 1081,1402.0,3700.0,500.0,254.0,V,V,40.146946333353476,-5.95617150762039
1082,Almacen 1082,199.0,1350.0,500.0,73.0,V,V,37.55100255912746,-3.8320045164727947
1083,Almacen 1083,869.0,2222.0,500.0,802.0,V,V,36.01154009109883,-8.091889148481052
1084,Almacen 1084,0.0,0.0,7.0,7.0,M,M,39.234384589037695,-1.2345353791626597
1085,Almacen 1085,2880.0,3000.0,500.0,503.0,V,V,40.0011586698185,-3.4623757894304052
1086,Almacen 1086,2927.0,5500.0,500.0,822.0,V,V,36.406894275964625,-3.385915221389009
1087,Almacen 1087,5196.0,8000.0,5.0,794.0,V,V,36.335898326122155,-6.427507521589376
1088,Almacen 1088,1960.0,3100.0,500.0,201.0,V,V,38.82274540323551,-1.846902796256976
1089,Almacen 1089,5.0,6.0,500.0,1.0,H,H,38.52500541785851,-5.335470354744748
1090,Almacen 1090,1.0,2.0,500.0,1.0,H,H,42.24950643254206,1.146035878201193
1091,Almacen 1091,0.0,0.0,500.0,500.0,M,M,36.48972200354192,1.540681124584296
1092,Almacen 1092,0.0,0.0,500.0,500.0,M,M,40.169812237501446,-2.70748507540784
1093,Almacen 1093,0.0,0.0,500.0,500.0,M,M,40.694619257319715,-3.695951415219702
1094,Almacen 1094,1233.0,1357.0,500.0,190.0,H,H,40.137849205715796,3.4146762919812748
1095,Almacen 1095,27.0,30.0,500.0,12.0,H,H,39.97159484900661,3.936498734230433
1096,Almacen 1096,716.0,788.0,500.0,116.0,H,H,41.88710925880865,-1.3734977144008207
1097,Almacen 1097,511.0,563.0,500.0,84.0,H,H,37.27488104434695,2.000921288892245
1098,Almacen 1098,1.0,2.0,500.0,1.0,H,H,40.16059592737302,0.5872969165188895
1099,Almacen 1099,13189.0,13667.0,216.0,3397.0,V,V,37.75498400483313,2.222241847566128
1100,Almacen 1100,5519.0,5700.0,500.0,2438.0,V,V,37.20324036667542,-4.563510574580273
1101,Almacen 1101,6421.0,10045.0,155.0,2649.0,H,H,37.41578919520256,-4.097002922473431
1102,Almacen 1102,0.0,0.0,500.0,500.0,M,M,36.05271287836762,0.6877135945451265
1103,Almacen 1103,1189.0,1308.0,500.0,89.0,H,H,41.36830770146734,-3.9318763122176907
1104,Almacen 1104,1.0,2.0,500.0,1.0,H,H,41.509279570434515,-9.259032052609237
1105,Almacen 1105,304.0,335.0,500.0,19.0,H,H,38.34662211463902,2.632934977532088
1106,Almacen 1106,0.0,0.0,500.0,500.0,M,M,38.48365597296608,-2.1558557040838178
1107,Almacen 1107,25.0,28.0,500.0,7.0,H,H,41.76327381102321,-1.2069031696277985
1108,Almacen 1108,6.0,7.0,500.0,4.0,H,H,41.93300289903636,-3.887177318074566
1109,Almacen 1109,832.0,1454.0,500.0,83.0,H,V,41.783611740226206,3.3590837271493807
1110,Almacen 1110,739.0,813.0,500.0,163.0,H,H,36.2779882811236,3.8862357046298843
1111,Almacen 1111,82.0,91.0,500.0,34.0,H,H,36.221067975566335,1.2567552639230293
1112,Almacen 1112,194.0,305.0,500.0,51.0,H,V,36.002354852349434,-5.51892404545837
1113,Almacen 1113,25.0,28.0,500.0,12.0,H,H,40.029835078443206,-3.6797322354048
1114,Almacen 1114,13256.0,16834.0,500.0,768.0,H,V,36.46465705704097,2.5670435120069364
1115,Almacen 1115,63.0,0.0,500.0,500.0,M,V,41.27223455680735,-3.382417022062488
1116,Almacen 1116,276.0,186.0,500.0,45.0,H,V,41.14226588243669,3.469277988901176
1117,Almacen 1117,0.0,0.0,500.0,500.0,M,M,40.28750967848259,4.232384761849037
1118,Almacen 1118,45.0,50.0,500.0,45.0,H,H,39.38831833615584,0.5558409827139652
1119,Almacen 1119,0.0,0.0,500.0,500.0,M,M,40.71491243775503,2.354777962091493
1120,Almacen 1120,16.0,18.0,500.0,8.0,H,H,36.673156658667764,0.08601553162776199
1121,Almacen 1121,376.0,435.0,500.0,43.0,H,V,40.526093919574215,-6.865996411116358
1122,Almacen 1122,0.0,0.0,500.0,500.0,M,M,36.630281233290106,1.5301311841038387
1123,Almacen 1123,650.0,631.0,500.0,123.0,H,V,42.680973145412636,-7.796926572371648
1124,Almacen 1124,0.0,0.0,500.0,500.0,M,M,40.972229698065405,-7.138852387480508
1125,Almacen 1125,1.0,0.0,500.0,500.0,M,V,42.62864413334854,2.7810015977996
1126,Almacen 1126,0.0,0.0,500.0,500.0,M,M,40.61398236891248,-5.866739765003681
1127,Almacen 1127,159.0,175.0,500.0,71.0,H,H,40.21215139177829,-8.21980303491053
1128,Almacen 1128,13740.0,29691.0,500.0,269.0,H,V,37.05984817391786,-3.9736468343244677
1129,Almacen 1129,0.0,95.0,86.0,500.0,H,M,38.726329806447986,-5.53306784105586
1130,Almacen 1130,3077.0,3385.0,500.0,464.0,H,H,42.353960848438945,-1.8137977231410085
1131,Almacen 1131,481.0,2222.0,213.0,245.0,V,V,39.138004245697516,-5.465236336903086
1132,Almacen 1132,12.0,14.0,500.0,8.0,H,H,42.761580919103125,-7.131831159443843
1133,Almacen 1133,5958.0,2222.0,500.0,412.0,V,V,39.28537778975315,0.24853538272061293
1134,Almacen 1134,2.0,3.0,500.0,1.0,H,H,38.88867991958519,-8.291633216155564
1135,Almacen 1135,2140.0,3169.0,1854.0,104.0,V,V,42.700860422225546,-3.4122147560379323
1136,Almacen 1136,7.0,8.0,500.0,7.0,H,H,38.184907499623854,-6.701780204853931
1137,Almacen 1137,56.0,62.0,500.0,24.0,H,H,42.191881901284276,-7.4051661727392535
1138,Almacen 1138,510.0,2222.0,500.0,98.0,V,V,38.50687653786806,-8.703066952939576
1139,Almacen 1139,0.0,2.0,1.0,500.0,H,M,39.77360659577066,-4.955448088540027
1140,Almacen 1140,0.0,0.0,500.0,500.0,M,M,39.579623656762145,-5.56558033380059
1141,Almacen 1141,31.0,35.0,500.0,11.0,H,H,39.305389765630515,-9.232938436683833
1142,Almacen 1142,13903.0,0.0,500.0,500.0,M,V,43.08178211345046,-7.450572111333926
1143,Almacen 1143,1.0,0.0,500.0,500.0,M,V,37.678391278572256,-1.2202024447199182
1144,Almacen 1144,1433.0,0.0,500.0,500.0,M,V,36.368258270676314,2.858332765264562
1145,Almacen 1145,7148.0,0.0,500.0,500.0,M,V,41.29310500736291,-2.9524407357194287
1146,Almacen 1146,1330.0,605.0,500.0,179.0,H,V,40.28642270443092,-8.444759254530972
1147,Almacen 1147,300.0,330.0,500.0,200.0,H,H,41.330063976671156,-5.594616945462229
1148,Almacen 1148,2082.0,2291.0,500.0,300.0,H,H,39.42277995712159,-4.519003159416274
1149,Almacen 1149,40.0,44.0,500.0,40.0,H,H,37.85228262732568,1.33255668735001
1150,Almacen 1150,6.0,7.0,500.0,4.0,H,H,36.8447541582212,-7.238833951259384
1151,Almacen 1151,16246.0,43540.0,1.0,1372.0,H,V,37.022248319810316,-3.6640814540779223
1152,Almacen 1152,14.0,16.0,500.0,14.0,H,H,40.544099543397174,-2.209385122863603
1153,Almacen 1153,732.0,806.0,500.0,34.0,H,H,39.8010560423646,-0.4815481424876804
1154,Almacen 1154,715.0,1784.0,500.0,56.0,H,V,42.307493119173245,0.08461324212872867
1155,Almacen 1155,1123.0,1236.0,500.0,1100.0,H,H,42.053197734235766,0.5422090771206172
1156,Almacen 1156,16.0,18.0,500.0,4.0,H,H,40.91849456378154,-5.3845134553136536
1157,Almacen 1157,549.0,604.0,500.0,82.0,H,H,42.40826859437956,-2.832626131185574
1158,Almacen 1158,10206.0,11005.0,500.0,1802.0,H,V,38.898182950195455,3.5055048157805277
1159,Almacen 1159,14785.0,16264.0,500.0,3756.0,H,H,42.41837568993254,-7.7433776317591665
1160,Almacen 1160,1336.0,1470.0,500.0,1336.0,H,H,40.57680943016568,-1.2482134850508366
1161,Almacen 1161,0.0,0.0,500.0,500.0,M,M,42.13967765881435,-1.283372487062536
1162,Almacen 1162,0.0,0.0,500.0,500.0,M,M,38.85348819436522,2.8262957075884003
1163,Almacen 1163,13011.0,14313.0,500.0,334.0,H,H,42.889317469397106,-5.082808139747033
1164,Almacen 1164,3155.0,3471.0,500.0,110.0,H,H,40.884723076481265,-7.407860182089673
1165,Almacen 1165,527.0,2222.0,263.0,312.0,V,V,43.332496274947175,1.0396224289353562
1166,Almacen 1166,0.0,0.0,500.0,500.0,M,M,43.66424215088505,4.0737307790604
1167,Almacen 1167,5494.0,11500.0,500.0,1252.0,V,V,41.679083015905306,1.2897233361379126
1168,Almacen 1168,2983.0,3282.0,500.0,68.0,H,H,41.2451234863343,-3.2398636550272135
1169,Almacen 1169,454.0,500.0,500.0,454.0,H,H,38.498552922937215,-7.5641050278458835
1170,Almacen 1170,237.0,261.0,500.0,159.0,H,H,39.6430193852558,2.6911043528932588
1171,Almacen 1171,1.0,0.0,500.0,500.0,M,V,38.586741860164096,-6.173088893293308
1172,Almacen 1172,80.0,88.0,500.0,64.0,H,H,39.612283575239246,-0.062269064456213385
1173,Almacen 1173,1707.0,2500.0,500.0,2344.0,V,V,41.59996430035268,3.7736312049508367
1174,Almacen 1174,1964.0,6000.0,500.0,3433.0,V,V,39.23383297845066,-5.178776853274877
1175,Almacen 1175,2283.0,9200.0,500.0,921.0,V,V,36.877529174271885,2.2117105307493574
1176,Almacen 1176,21.0,24.0,500.0,18.0,H,H,39.50219610822559,-8.05397942125109
1177,Almacen 1177,9014.0,10000.0,500.0,916.0,V,V,38.38363548621557,2.90658647211146
1178,Almacen 1178,0.0,0.0,500.0,500.0,M,M,43.797314533987795,-1.3303793635847523
1179,Almacen 1179,163.0,150.0,500.0,34.0,H,V,38.046135323707965,-3.270424150731488
1180,Almacen 1180,0.0,0.0,500.0,500.0,M,M,41.610398437988565,-1.8496647632213117
1181,Almacen 1181,122.0,135.0,500.0,54.0,H,H,39.257133298032876,-3.905885852258737
1182,Almacen 1182,1716.0,1888.0,500.0,1716.0,H,H,39.51188183671489,-8.265426106863963
1183,Almacen 1183,16735.0,37053.0,500.0,2096.0,H,V,43.2782140634331,-8.246856605431613
1184,Almacen 1184,2007.0,2208.0,500.0,204.0,H,H,40.34824039828497,2.1900198310593595
1185,Almacen 1185,20234.0,31133.0,500.0,2313.0,H,V,38.86335123543727,-5.06612853027461
